onset	duration	trial_type
0.0	0	Beginning of Recording
0.0	0	Started Analyzer - Sleep Events
0.0	0	Started Analyzer - ECG
0.0	0	Montage:TrialEarEEG
0.05	0	Started Analyzer - Sleep Events
0.05	0	Started Analyzer - Auto-Staging
0.05	0	Started Analyzer - ECG
0.05	0	Started Analyzer - CSA
0.05	0	Started Analyzer - Data Trends
0.055	0	Auto-Staging Montage Error
2.34	0	"oplyst-""sidder stille"""
2.355	0	TrialEEG-nat
5102.61	0	oplyst-gaar i seng
7087.58	0	Lights Off
7140.05	0	Started Analyzer - ECG
7140.05	0	Started Analyzer - Sleep Events
7365.245	0	Artifact
7382.18	0	Arousal
7413.635	0	Obs
7480.52	0	Obs
7481.63	0	Artifact
7512.605	0	Obs
7512.8	0	Artifact
7528.64	0	Obs
7529.165	0	Artifact
7533.365	0	Artifact
7549.49	0	Obs
7561.28	0	Obs
7607.42	0	Artifact
7608.89	0	Obs
7609.955	0	Artifact
7646.045	0	Arousal
7666.79	0	Arousal
7713.725	0	Arousal
7767.905	0	Arousal
7814.255	0	Arousal
7851.395	0	Arousal
12193.13	0	Arousal
12340.85	0	Arousal
12559.115	0	Obs
12559.625	0	Artifact
12611.435	0	Artifact
12633.095	0	Artifact
12634.115	0	Obs
12663.455	0	Artifact
12720.44	0	Artifact
12729.215	0	Artifact
12738.455	0	Obs
12752.525	0	Artifact
12766.19	0	Artifact
12767.63	0	Artifact
12769.055	0	Obs
12802.55	0	Artifact
12813.02	0	Artifact
12828.065	0	Artifact
12829.985	0	Obs
12835.01	0	Artifact
12839.435	0	Obs
12852.38	0	Artifact
12854.075	0	Obs
12866.18	0	Artifact
12874.13	0	Obs
12874.67	0	Artifact
12886.82	0	Obs
12894.935	0	Artifact
12915.38	0	Artifact
12921.11	0	Artifact
12933.875	0	Artifact
12940.37	0	Artifact
12943.985	0	Artifact
12945.545	0	Artifact
12953.96	0	Artifact
12961.295	0	Obs
12966.65	0	Artifact
12974.465	0	Obs
12991.145	0	Obs
12991.82	0	Artifact
13006.28	0	Artifact
13009.31	0	Artifact
13015.025	0	Obs
13018.835	0	Obs
13019.18	0	Artifact
13063.685	0	Obs
13072.07	0	Obs
13082.225	0	Artifact
13112.57	0	Artifact
13114.925	0	Artifact
13118.9	0	Artifact
13119.605	0	Obs
13136.795	0	Obs
13143.185	0	Artifact
13146.68	0	Obs
13147.16	0	Artifact
13148.72	0	Artifact
13151.21	0	Artifact
13163.9	0	Artifact
13169.645	0	Artifact
13170.89	0	Artifact
13175.195	0	Artifact
13176.44	0	Artifact
13188.665	0	Artifact
13202.03	0	Obs
13203.815	0	Artifact
13225.775	0	Artifact
13229.57	0	Artifact
13233.275	0	Artifact
13240.1	0	Artifact
13241.285	0	Artifact
13248.305	0	Artifact
13249.64	0	Artifact
13251.605	0	Obs
13272.725	0	Artifact
13297.055	0	Artifact
13300.865	0	Artifact
13304.525	0	Artifact
13310.24	0	Artifact
13312.655	0	Obs
13315.49	0	Artifact
13318.925	0	Artifact
13321.445	0	Obs
13349.255	0	Artifact
13353.53	0	Artifact
13360.43	0	Artifact
13364.84	0	Artifact
13367.81	0	Artifact
13372.4	0	Obs
13382.315	0	Artifact
13391.075	0	Obs
13391.96	0	Artifact
13395.905	0	Artifact
13407.125	0	Obs
13407.635	0	Artifact
13412.675	0	Artifact
13419.53	0	Artifact
13423.85	0	Artifact
13426.31	0	Artifact
13430.405	0	Artifact
13435.46	0	Artifact
13436.105	0	Obs
13439.27	0	Artifact
13442.0	0	Obs
13446.5	0	Artifact
13455.26	0	Artifact
13458.635	0	Obs
13470.005	0	Artifact
13484.0	0	Artifact
13484.78	0	Obs
13488.59	0	Obs
13502.63	0	Obs
13663.985	0	Obs
13686.17	0	Artifact
13690.58	0	Artifact
13693.64	0	Artifact
13694.105	0	Obs
13706.465	0	Artifact
13712.165	0	Obs
13718.705	0	Artifact
13757.945	0	Arousal
13878.515	0	Arousal
17563.88	0	Artifact
17565.47	0	Obs
17636.975	0	Arousal
17815.34	0	Obs
17926.79	0	Arousal
18022.805	0	Arousal
18046.475	0	Obs
18065.12	0	Obs
18223.52	0	Obs
18243.92	0	Arousal
18282.065	0	Artifact
18288.545	0	Artifact
18289.73	0	Obs
18298.205	0	Artifact
18306.14	0	Obs
18329.06	0	Artifact
18331.265	0	Artifact
18332.45	0	Artifact
18334.085	0	Artifact
18341.585	0	Obs
18341.975	0	Artifact
18355.07	0	Artifact
18364.115	0	Obs
18368.735	0	Artifact
18378.95	0	Artifact
18380.12	0	Artifact
18382.385	0	Obs
18383.045	0	Artifact
18390.17	0	Artifact
18391.88	0	Obs
18414.44	0	Artifact
18417.98	0	Obs
18419.78	0	Artifact
18423.59	0	Artifact
18446.015	0	Obs
18446.585	0	Artifact
18454.685	0	Artifact
18458.165	0	Obs
18458.39	0	Artifact
18473.84	0	Artifact
18476.675	0	Obs
18477.275	0	Artifact
18485.27	0	Artifact
