onset	duration	trial_type
0.0	0	Beginning of Recording
0.0	0	Montage:TrialEarEEG, Ref
0.05	0	Started Analyzer - Data Trends
0.05	0	Started Analyzer - Auto-Staging
0.05	0	Started Analyzer - ECG
0.055	0	Auto-Staging Montage Error
4.845	0	TrialEarEEG
562.55	0	Started Analyzer - Sleep Events
7924.855	0	Lights Off
8258.29	0	Obs
8273.125	0	Obs
8287.02	0	Arousal
8293.75	0	Artifact
8320.18	0	Artifact
8339.71	0	Obs
8340.415	0	Artifact
8352.805	0	Artifact
8353.105	0	Obs
8361.865	0	Obs
8379.4	0	Artifact
8391.325	0	Obs
8393.77	0	Artifact
8403.73	0	Artifact
8409.97	0	Obs
8415.655	0	Obs
8419.285	0	Obs
8428.795	0	Artifact
8447.725	0	Artifact
8449.075	0	Obs
8451.79	0	Artifact
8461.405	0	Artifact
8477.27	0	Obs
8478.165	0	Arousal
8517.895	0	Artifact
8527.87	0	Artifact
8534.59	0	Obs
8535.705	0	Arousal
8564.665	0	Artifact
8569.81	0	Artifact
8573.11	0	Artifact
8580.265	0	Artifact
8583.19	0	Obs
8583.865	0	Artifact
8587.245	0	Arousal
8627.705	0	Obs
8628.63	0	Arousal
8649.375	0	Arousal
8687.88	0	Arousal
8707.38	0	Arousal
8786.565	0	Arousal
8975.14	0	Artifact
8975.275	0	Obs
8985.73	0	Artifact
8987.755	0	Obs
8988.665	0	Arousal
9052.675	0	Artifact
9069.01	0	Artifact
9075.235	0	Obs
9097.795	0	Obs
9098.5	0	Artifact
9105.61	0	Artifact
9110.53	0	Obs
9123.73	0	Obs
9128.98	0	Artifact
9154.35	0	Arousal
9193.705	0	Artifact
9199.495	0	Artifact
9199.87	0	Obs
9208.395	0	Arousal
9251.53	0	Artifact
9254.71	0	Artifact
9259.675	0	Artifact
9262.765	0	Obs
9280.555	0	Artifact
9285.685	0	Obs
9286.06	0	Artifact
9305.635	0	Obs
9316.45	0	Artifact
9324.1	0	Artifact
9327.085	0	Obs
9333.43	0	Artifact
9344.215	0	Artifact
9358.87	0	Obs
9374.275	0	Obs
9391.465	0	Obs
9401.83	0	Obs
9402.37	0	Artifact
9423.565	0	Obs
9425.19	0	Arousal
9459.805	0	Artifact
9460.465	0	Obs
9468.28	0	Artifact
9495.895	0	Obs
9505.18	0	Artifact
9521.035	0	Artifact
9549.19	0	Artifact
9550.42	0	Obs
9569.245	0	Artifact
9570.595	0	Obs
9575.11	0	Obs
9579.85	0	Artifact
9599.665	0	Obs
9601.09	0	Artifact
9605.08	0	Artifact
9631.945	0	Artifact
9634.15	0	Artifact
9641.8	0	Artifact
9644.965	0	Artifact
9647.245	0	Obs
9667.57	0	Obs
9712.24	0	Obs
9722.56	0	Obs
9732.19	0	Obs
9732.82	0	Artifact
9737.89	0	Artifact
9742.33	0	Artifact
9752.95	0	Obs
9755.515	0	Artifact
9777.94	0	Obs
9793.81	0	Obs
9794.35	0	Artifact
9801.49	0	Obs
9804.175	0	Artifact
9809.47	0	Obs
9810.385	0	Artifact
9849.25	0	Obs
9859.705	0	Artifact
9859.78	0	Obs
9863.905	0	Artifact
9867.985	0	Artifact
9870.04	0	Obs
9959.355	0	Arousal
9993.055	0	Artifact
9997.375	0	Artifact
9999.445	0	Obs
10019.5	0	Obs
10021.03	0	Artifact
11233.705	0	Artifact
11237.0	0	Obs
11242.11	0	Arousal
11242.15	0	Artifact
11249.05	0	Obs
11249.365	0	Artifact
11273.86	0	Obs
11274.22	0	Artifact
11285.8	0	Obs
11290.505	0	Arousal
11312.605	0	Obs
11315.94	0	Arousal
11357.635	0	Artifact
11357.725	0	Obs
11425.44	0	Arousal
11455.3	0	Artifact
11468.355	0	Arousal
11476.135	0	Obs
11476.45	0	Artifact
11500.225	0	Artifact
11510.845	0	Obs
11511.1	0	Artifact
11517.88	0	Obs
11528.665	0	Artifact
11535.685	0	Artifact
11535.925	0	Obs
11543.98	0	Artifact
11550.325	0	Obs
11550.625	0	Artifact
11572.3	0	Artifact
11589.43	0	Obs
11598.22	0	Obs
11598.685	0	Artifact
11632.03	0	Obs
11652.82	0	Artifact
11657.815	0	Obs
11682.745	0	Artifact
11691.18	0	Arousal
11738.79	0	Arousal
11782.77	0	Arousal
11796.945	0	Arousal
11827.29	0	Arousal
11976.21	0	Arousal
12132.09	0	Arousal
12232.65	0	Arousal
12264.405	0	Arousal
12319.32	0	Arousal
12355.335	0	Arousal
12400.045	0	Obs
12428.805	0	Arousal
12717.33	0	Arousal
12911.52	0	Arousal
12977.265	0	Arousal
13117.08	0	Arousal
13253.64	0	Arousal
13302.07	0	Artifact
13333.345	0	Obs
13356.64	0	Obs
13374.655	0	Artifact
13379.47	0	Artifact
13382.65	0	Obs
13416.775	0	Obs
13418.02	0	Artifact
13436.155	0	Obs
13436.68	0	Artifact
13450.675	0	Artifact
13450.96	0	Obs
13457.785	0	Obs
13483.61	0	Arousal
13489.495	0	Obs
13490.515	0	Artifact
13499.275	0	Obs
13524.235	0	Artifact
13525.435	0	Obs
13536.88	0	Artifact
13537.09	0	Obs
13584.325	0	Artifact
13596.535	0	Artifact
13603.27	0	Artifact
13640.47	0	Artifact
13642.6	0	Obs
13658.755	0	Artifact
13662.91	0	Artifact
13681.885	0	Artifact
13697.065	0	Artifact
13704.22	0	Artifact
13730.215	0	Obs
13734.57	0	Arousal
13762.345	0	Artifact
13783.435	0	Artifact
13797.535	0	Artifact
13800.4	0	Obs
13816.525	0	Artifact
13832.2	0	Obs
13844.14	0	Obs
13844.86	0	Artifact
13868.335	0	Artifact
13871.62	0	Artifact
13875.97	0	Artifact
13891.705	0	Artifact
13908.58	0	Obs
13909.51	0	Artifact
13916.95	0	Artifact
13918.735	0	Artifact
13934.515	0	Artifact
13935.625	0	Obs
13942.495	0	Artifact
13943.305	0	Obs
13946.86	0	Artifact
13966.66	0	Artifact
13970.14	0	Obs
13970.905	0	Artifact
13976.76	0	Arousal
13998.715	0	Obs
14017.465	0	Artifact
14021.335	0	Artifact
14025.805	0	Obs
14615.115	0	Arousal
14623.375	0	Artifact
14649.385	0	Artifact
14667.505	0	Artifact
14735.07	0	Arousal
14749.345	0	Artifact
14758.72	0	Artifact
15191.295	0	Arousal
15233.265	0	Arousal
15246.895	0	Artifact
15254.77	0	Obs
15255.085	0	Artifact
15263.5	0	Obs
15264.16	0	Artifact
15271.015	0	Obs
15271.735	0	Artifact
15279.955	0	Artifact
15288.685	0	Obs
15290.545	0	Artifact
15299.145	0	Arousal
15307.105	0	Artifact
15320.665	0	Obs
15347.26	0	Obs
15348.1	0	Artifact
15357.505	0	Artifact
15397.69	0	Obs
15398.35	0	Artifact
15433.045	0	Obs
15433.585	0	Artifact
15450.085	0	Artifact
15472.335	0	Arousal
